listing_id,title,provider,provider_type,source_url,verified_at,verified_by,verification,cost_one_off_sgd,cost_recurring_sgd,equipment_cost_sgd,venue_name,postal_code,planning_area,nearest_mrt,age_min,age_max,beginner_friendly,join_alone_ok,guest_allowed,commitment,schedule_kind,weekday,start_time,duration_min,first_session,num_sessions,fixed_dates,open_hours_note,vibes,in_incumbent_directory,notes,weekday_evening_available,weekend_available
NLB-5971128,MakeIT with BOSON Starter Session @ Jurong Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971128,,,unverified,,0,0,Jurong Library - MakeIT (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-27T15:00,,artistic|explorative,yes,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972408,Board Games B.F.F.,National Library Board,third_space,https://nlb.libcal.com/event/5972408,,,unverified,,0,0,Punggol Library - Programme Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-28T14:00,,explorative,yes,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971127,3D Starter Session @ Woodlands Library | MakeIT,National Library Board,third_space,https://nlb.libcal.com/event/5971127,,,unverified,,0,0,Woodlands Library - MakeIT (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-09-28T15:00,,artistic|explorative,yes,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971829,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Jurong West Library,National Library Board,third_space,https://nlb.libcal.com/event/5971829,,,unverified,,0,0,Jurong West Library,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-01T10:00,,chill,yes,"campus: Jurong West Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5972189,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Choa Chu Kang Library,National Library Board,third_space,https://nlb.libcal.com/event/5972189,,,unverified,,0,0,Choa Chu Kang Library,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-01T11:00,,chill,yes,"campus: Choa Chu Kang Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5911892,Beans to Seeds Sorting Challenge: A Hands-On Sensory Workshop,National Library Board,third_space,https://nlb.libcal.com/event/5911892,,,unverified,,0,0,Tampines Library - Programme Zone 2 (Level 6),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-02T14:00,,explorative,yes,"campus: Tampines Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5912429,Print-a-Tote Adventure! Children's Day Celebration of Creativity,National Library Board,third_space,https://nlb.libcal.com/event/5912429,,,unverified,,0,0,Tampines Library - Programme Zone 2 (Level 6),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-03T10:30,,artistic,yes,"campus: Tampines Library · categories: Areas of Interest > Accessible, Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5954069,The Lee Kong Chian Natural History Museum (LKCNHM) Public Talkshop 2026,National Library Board,third_space,https://nlb.libcal.com/event/5954069,,,unverified,,0,0,National Library Building - The Pod (Level 16),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-03T13:00,,explorative,yes,"campus: National Library Building · categories: Areas of Interest > Sustainability, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5971278,Career Panel: Engineering & Robotics,National Library Board,third_space,https://nlb.libcal.com/event/5971278,,,unverified,,0,0,Harbourfront Library - Programme Zone 2 (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-17T14:00,,explorative,yes,"campus: Harbourfront Library · categories: Areas of Interest > Career, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5903092,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,third_space,https://nlb.libcal.com/event/5903092,,,unverified,,0,0,National Library Building,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-24T16:00,,chill,yes,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5869380,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,third_space,https://nlb.libcal.com/event/5869380,,,unverified,,0,0,National Library Building - Possibility Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-10-31T18:00,,artistic|chill,yes,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5911893,Growing with Xiao Bai Cai: From Seed to Harvest,National Library Board,third_space,https://nlb.libcal.com/event/5911893,,,unverified,,0,0,Bedok Library - Programme Room (Level 3),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-11-20T14:00,,explorative,yes,"campus: Bedok Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5903093,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,third_space,https://nlb.libcal.com/event/5903093,,,unverified,,0,0,National Library Building,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-11-28T16:00,,chill,yes,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5869381,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,third_space,https://nlb.libcal.com/event/5869381,,,unverified,,0,0,National Library Building - Possibility Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-11-28T18:00,,artistic|chill,yes,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5912430,Happy Planet! Give Your Tote Bag a Second Life,National Library Board,third_space,https://nlb.libcal.com/event/5912430,,,unverified,,0,0,Bishan Library - Programme Zone (Level 2),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-12-05T10:30,,artistic,yes,"campus: Bishan Library · categories: Areas of Interest > Accessible, Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5903094,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,third_space,https://nlb.libcal.com/event/5903094,,,unverified,,0,0,National Library Building,,,,13,17,,,,one_off,fixed_dates,,,,,,2026-12-26T16:00,,chill,yes,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
NLB-5869382,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,third_space,https://nlb.libcal.com/event/5869382,,,unverified,,0,0,National Library Building - Possibility Room (Level 5),,,,13,17,,,,one_off,fixed_dates,,,,,,2026-12-26T18:00,,artistic|chill,yes,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",,
